link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_rating,latitude,longitude,cid,status,descriptions,thumbnail,timezone,owner
https://www.google.com/maps/place/MB+Th%E1%BB%A5y+Khu%C3%AA/data=!4m7!3m6!1s0x3135ab08ea2d3fd9:0xcb80302a5137efa!8m2!3d21!4d105!16s%2Fg%2F11g6mdrmr4!19sChIJ2T8t6girNTER-n4TpQIDuAw?authuser=0&hl=vi&rclk=1,MB Thụy Khuê,Ngân hàng,"69B Đ. Thụy Khuê, Thuỵ Khuê, Tây Hồ, Hà Nội","{""Chủ Nhật"":[""Đóng cửa""],""Thứ Ba"":[""08:00–12:00"",""13:30–17:30""],""Thứ Bảy"":[""Đóng cửa""],""Thứ Hai"":[""08:00–12:00"",""13:30–17:30""],""Thứ Năm"":[""08:00–12:00"",""13:30–17:30""],""Thứ Sáu"":[""08:00–12:00"",""13:30–17:30""],""Thứ Tư"":[""08:00–12:00"",""13:30–17:30""]}","{""Friday"":{""10"":94,""11"":100,""12"":0,""13"":78,""14"":88,""15"":92,""16"":96,""17"":80,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":50,""9"":73},""Monday"":{""10"":73,""11"":69,""12"":0,""13"":55,""14"":59,""15"":65,""16"":69,""17"":71,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":44,""9"":61},""Saturday"":{},""Sunday"":{},""Thursday"":{""10"":65,""11"":65,""12"":0,""13"":59,""14"":69,""15"":88,""16"":90,""17"":86,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":32,""9"":53},""Tuesday"":{""10"":86,""11"":90,""12"":0,""13"":75,""14"":75,""15"":84,""16"":82,""17"":75,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":50,""9"":67},""Wednesday"":{""10"":65,""11"":71,""12"":0,""13"":65,""14"":80,""15"":90,""16"":90,""17"":76,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""6"":0,""7"":0,""8"":40,""9"":57}}",https://www.mbbank.com.vn/,024 3728 2868,"2RRG+GH Tây Hồ, Hà Nội",4.4,21.041352,105.826484,916485834064232186,Đã đóng cửa ⋅ Mở lúc 8:00 Th 2,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_idvxDigSJK4vWrLh1jqWpaW4SwysEN46OL6djJTyEQzOPtx2nMIIL8jLoskWzVkYnxbtasq7jxp2tzO3ILL4yiY4DutD06b_cOEsmDZYUCvPdvupYyJqQjSwyuGhkIKq1pE=w408-h474-k-no,Asia/Saigon,"{""id"":""102405038425329155851"",""name"":""MB Thụy Khuê (Chủ sở hữu)"",""link"":""https://www.google.com/maps/contrib/102405038425329155851""}"
https://www.google.com/maps/place/SeABank+PGD+Tr%E1%BA%A7n+Ph%C3%BA/data=!4m7!3m6!1s0x3135ab97cb3f3a95:0x6a5cc4e96461e512!8m2!3d21!4d105!16s%2Fg%2F1pp2tlccn!19sChIJlTo_y5erNTEREuVhZOnEXGo?authuser=0&hl=vi&rclk=1,SeABank PGD Trần Phú,Ngân hàng,"5 P. Trần Phú, p, Ba Đình, Hà Nội 100000","{""Chủ Nhật"":[""Đóng cửa""],""Thứ Ba"":[""08:00–17:00""],""Thứ Bảy"":[""Đóng cửa""],""Thứ Hai"":[""08:00–17:00""],""Thứ Năm"":[""08:00–17:00""],""Thứ Sáu"":[""08:00–17:00""],""Thứ Tư"":[""08:00–17:00""]}",{},https://www.seabank.com.vn/,024 3937 8017,"2RJV+2F Ba Đình, Hà Nội",3.5,21.030058,105.843705,7664217172568302866,Đã đóng cửa ⋅ Mở lúc 8:00 Th 2,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4W_tDzKA---5zDYtXNDHeyCt7jiB_pHEo3YICZss6x9B4JP0RK6cgQ9I3icXIn2jGNvofuJW4QKKQjqUiE0Ry2mKe-BW2DHeO2k0-2811-z60aCVk8zvYZ3apcpcGsyFAq0pzdw=w408-h544-k-no,Asia/Saigon,"{""id"":""104006985250479097291"",""name"":""SeABank PGD Trần Phú (Chủ sở hữu)"",""link"":""https://www.google.com/maps/contrib/104006985250479097291""}"
https://www.google.com/maps/place/VietBank/data=!4m7!3m6!1s0x3135ab9e980f7609:0x57c7d1d7eeb389d6!8m2!3d21!4d105!16s%2Fg%2F11tmfvgv58!19sChIJCXYPmJ6rNTER1omz7tfRx1c?authuser=0&hl=vi&rclk=1,VietBank,Ngân hàng,"279c P. Đội Cấn, Liễu Giai, Ba Đình, Hà Nội 100000",{},{},,,"2RPC+53 Ba Đình, Hà Nội",5.0,21.035396,105.820234,6325254927018068438,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXAWzy4c2_fga8FRA8zpnh7oCN1ca9JLvFpbzMi1mIQ2zjG5AfJB4CbuiEQ9lt2_oo9VAvdeTS1qpkZ0xrGLqJ85bZ6uDDL4dIut6_ofHjkl_BqXmupOMIxXSTT8trPsW71d6_=w408-h306-k-no,Asia/Saigon,"{""id"":"""",""name"":""VietBank (Chủ sở hữu)"",""link"":""""}"
https://www.google.com/maps/place/Pg+Bank/data=!4m7!3m6!1s0x3135abbf53e35bab:0x641d78728fb71613!8m2!3d21!4d105!16s%2Fg%2F11sf61k2k4!19sChIJq1vjU7-rNTERExa3j3J4HWQ?authuser=0&hl=vi&rclk=1,Pg Bank,Ngân hàng,"2VP2+9R8 Pg Bank, P. Hàng Buồm, Hàng Buồm, Hoàn Kiếm, Hà Nội","{""Chủ Nhật"":[""17:00–02:00""],""Thứ Ba"":[""17:00–02:00""],""Thứ Bảy"":[""17:00–02:00""],""Thứ Hai"":[""17:00–02:00""],""Thứ Năm"":[""17:00–02:00""],""Thứ Sáu"":[""17:00–02:00""],""Thứ Tư"":[""17:00–02:00""]}",{},,,,0.0,21.035905,105.852076,7214054611550148115,Đang mở cửa ⋅ Đóng cửa lúc 2:00,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npAljQmEvCU8Nukag6zaL8OD4C9Kc4m4DyFH_5KW4s3eWuPmrniURLCPlJrl-PGPjaet0ddo9kOl-2aEY6xVT7uChvPk-_BbuRb9MVDy_bvbnk1P8ztHBUeL_TxvuXVddAhyTxd=w408-h544-k-no,Asia/Saigon,"{""id"":"""",""name"":""Pg Bank (Chủ sở hữu)"",""link"":""""}"
https://www.google.com/maps/place/CIMB+Bank/data=!4m7!3m6!1s0x3135abedaa307265:0x6654a775c6f81e36!8m2!3d21!4d105!16s%2Fg%2F11g5zyhtf7!19sChIJZXIwqu2rNTERNh74xnWnVGY?authuser=0&hl=vi&rclk=1,CIMB Bank,Ngân hàng,"16 P. Phan Chu Trinh, Phan Chu Trinh, Hoàn Kiếm, Hà Nội","{""Chủ Nhật"":[""Đóng cửa""],""Thứ Ba"":[""08:30–17:00""],""Thứ Bảy"":[""Đóng cửa""],""Thứ Hai"":[""08:30–17:00""],""Thứ Năm"":[""08:30–17:00""],""Thứ Sáu"":[""08:30–17:00""],""Thứ Tư"":[""08:30–17:00""]}",{},https://www.cimbbank.com.vn/,024 3266 3388,"2VC4+F6 Hoàn Kiếm, Hà Nội",4.0,21.021148,105.855592,7373702614203506230,Đã đóng cửa ⋅ Mở lúc 8:30 Th 2,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrHf8x2Y_M0pr6XZqWI0c4_36ZYaVuAaoLY4d5C6-spszPEfm0NAZsXlZdv5fy0DG7m8k4Fb8RHHKx99SI9nlNFg3ZaFygPcVNyyHm3nKWyVUbXQXeY5gABTsJjwjquDHkfxd9S=w408-h544-k-no,Asia/Saigon,"{""id"":"""",""name"":""CIMB Bank (Chủ sở hữu)"",""link"":""""}"
https://www.google.com/maps/place/bank/data=!4m7!3m6!1s0x3135ab001fc673c7:0x80b0f97ede9dce2c!8m2!3d21!4d105!16s%2Fg%2F11w4xxnsvr!19sChIJx3PGHwCrNTERLM6d3n75sIA?authuser=0&hl=vi&rclk=1,bank,Ngân hàng,"173 P. Hàng Bông, Hàng Bông, Hoàn Kiếm, Hà Nội 10000",{},{},,,"2RHW+H2 Hoàn Kiếm, Hà Nội",0.0,21.028919,105.845028,9273185956051930668,,,,Asia/Saigon,"{""id"":"""",""name"":""bank (Chủ sở hữu)"",""link"":""""}"
https://www.google.com/maps/place/Ng%C3%A2n+h%C3%A0ng+Qu%E1%BB%91c+T%E1%BA%BF+-+VIB+Th%E1%BB%A5y+Khu%C3%AA/data=!4m7!3m6!1s0x3135aba63c11cea3:0x4e949738ad143f93!8m2!3d21!4d105!16s%2Fg%2F11c5_r0rxj!19sChIJo84RPKarNTERkz8UrTiXlE4?authuser=0&hl=vi&rclk=1,Ngân hàng Quốc Tế - VIB Thụy Khuê,Ngân hàng,"20 Đ. Thụy Khuê, Thuỵ Khuê, Tây Hồ, Hà Nội","{""Chủ Nhật"":[""Đóng cửa""],""Thứ Ba"":[""08:00–12:00"",""13:00–17:00""],""Thứ Bảy"":[""08:00–12:00""],""Thứ Hai"":[""08:00–12:00"",""13:00–17:00""],""Thứ Năm"":[""08:00–12:00"",""13:00–17:00""],""Thứ Sáu"":[""08:00–12:00"",""13:00–17:00""],""Thứ Tư"":[""08:00–12:00"",""13:00–17:00""]}",{},https://www.vib.com.vn/,024 3728 1191,"2RRH+G9 Tây Hồ, Hà Nội",4.0,21.041343,105.828492,5662316901189304211,Đã đóng cửa ⋅ Mở lúc 8:00 Th 7,,https://lh3.googleusercontent.com/p/AF1QipP8XeYC2mo2qAWaest0ktXQ9JNuIka-bk9uhCA5=w408-h306-k-no,Asia/Saigon,"{""id"":""103120976536364084836"",""name"":""Ngân hàng Quốc Tế - VIB Thụy Khuê (Chủ sở hữu)"",""link"":""https://www.google.com/maps/contrib/103120976536364084836""}"
https://www.google.com/maps/place/Ng%C3%A2n+H%C3%A0ng+Tmcp+Ph%C6%B0%C6%A1ng+Nam+%28Southern+Bank%29/data=!4m7!3m6!1s0x3135abb06fc84ef1:0x6493d21b6dfcd1fb!8m2!3d21!4d105!16s%2Fg%2F1jkwfp5z7!19sChIJ8U7Ib7CrNTER-9H8bRvSk2Q?authuser=0&hl=vi&rclk=1,Ngân Hàng Tmcp Phương Nam (Southern Bank),Ngân hàng,"31 Cửa Bắc, Trúc Bạch, Ba Đình, Hà Nội",{},{},,024 3927 5759,"2RVV+F6 Ba Đình, Hà Nội",4.0,21.043702,105.843036,7247367240620495355,,,,Asia/Saigon,"{""id"":"""",""name"":""Ngân Hàng Tmcp Phương Nam (Southern Bank) (Chủ sở hữu)"",""link"":""""}"
https://www.google.com/maps/place/Ng%C3%A2n+H%C3%A0ng+Tmcp+Vi%E1%BB%87t+%C3%81+%28Vietabank%29+-+Pgd+Phan+%C4%90%C3%ACnh+Ph%C3%B9ng/data=!4m7!3m6!1s0x3135abbaf8c35725:0xb6c1637284695fdd!8m2!3d21!4d105!16s%2Fg%2F1tf7d46q!19sChIJJVfD-LqrNTER3V9phHJjwbY?authuser=0&hl=vi&rclk=1,Ngân Hàng Tmcp Việt Á (Vietabank) - Pgd Phan Đình Phùng,Ngân hàng,"39 P. Phan Đình Phùng, Quán Thánh, Ba Đình, Hà Nội 100000",{},{},,024 3734 3015,"2RRV+39 Ba Đình, Hà Nội",4.0,21.040214,105.843393,13168916128906960861,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-2bT-wAfsAdHkU1ClHJcVoTWZtqRsmd_duDUCJ5xEizgZYb67Fh8dimeKp3DYnPtQYkrWlG7LtWZsvRgyWGA53tuEX7ZyYKKtVHtceMccE7saHJnKY0k3S2uWUsk-wCOLZ0aZ=w408-h306-k-no,Asia/Saigon,"{""id"":"""",""name"":""Ngân Hàng Tmcp Việt Á (Vietabank) - Pgd Phan Đình Phùng (Chủ sở hữu)"",""link"":""""}"
https://www.google.com/maps/place/Viet+Bank/data=!4m7!3m6!1s0x3135abd7ce50d359:0xeaf6a4ca33345ea6!8m2!3d21!4d105!16s%2Fg%2F11n6zr9x49!19sChIJWdNQzterNTERpl40M8qk9uo?authuser=0&hl=vi&rclk=1,Viet Bank,Ngân hàng,"Ngõ 90 P. Hoàng Như Tiếp, Bồ Đề, Long Biên, Hà Nội",{},{},,,"2VRF+MM Long Biên, Hà Nội",0.0,21.041718,105.874143,16930901037495377574,,,,Asia/Saigon,"{""id"":"""",""name"":""Viet Bank (Chủ sở hữu)"",""link"":""""}"
